material,formula,n_atoms,energy_eV,energy_per_atom_eV,K_GPa,G_GPa,E_GPa,poisson_ratio,KG_ratio,ductile_brittle,time_seconds
mp-25991,Li4 Ni6 P8 O28,46,-296.8576,-6.4534,147.23,82.8,209.18,0.2632,1.78,Ductile,0.57
mp-25995,Li16 Co4 P8 O32,60,-385.8748,-6.4312,112.92,65.94,165.58,0.2556,1.71,Brittle,0.69
mp-26001,Li4 Ni4 P12 O36,56,-376.654,-6.726,157.21,99.69,246.9,0.2383,1.58,Brittle,1.98
mp-26003,Li4 Fe4 P12 O36,56,-392.8951,-7.016,137.71,84.81,211.1,0.2445,1.62,Brittle,1.42
mp-26017,Li4 Co4 P4 O16,28,-185.3171,-6.6185,113.01,57.0,146.39,0.2841,1.98,Ductile,0.48
mp-26019,Li4 Mn4 P12 O36,56,-402.5847,-7.189,132.89,84.32,208.79,0.2381,1.58,Brittle,1.17
mp-26025,Li8 Fe4 P8 O28,48,-325.2376,-6.7758,109.98,57.59,147.1,0.2771,1.91,Ductile,0.66
mp-26027,Li4 Ni4 P12 O36,56,-376.628,-6.7255,142.15,91.07,225.12,0.236,1.56,Brittle,1.75
mp-26041,Li4 Fe4 P4 O16,28,-190.6489,-6.8089,117.27,59.73,153.18,0.2823,1.96,Ductile,1.23
mp-26045,Li12 Cr8 P12 O48,80,-564.0704,-7.0509,147.5,83.77,211.31,0.2612,1.76,Ductile,0.74
mp-26057,Li4 Mn4 P4 O16,28,-200.2709,-7.1525,111.96,58.02,148.43,0.279,1.93,Ductile,0.68
mp-26063,Li4 Cr4 P12 O36,56,-401.8897,-7.1766,152.26,89.71,224.95,0.2538,1.7,Brittle,2.6
mp-26071,Li6 Mn6 P6 O24,42,-300.3739,-7.1518,113.98,62.61,158.77,0.2678,1.82,Ductile,0.63
mp-26081,Li16 Mn4 P8 O32,60,-400.4986,-6.675,116.39,67.46,169.61,0.2571,1.73,Brittle,0.98
mp-26083,Li4 Mn6 P8 O28,46,-335.0709,-7.2842,138.39,74.19,188.83,0.2726,1.87,Ductile,0.97
mp-26085,Li12 Mo8 P12 O48,80,-558.348,-6.9794,135.41,70.83,180.94,0.2773,1.91,Ductile,3.06
mp-26093,Li4 Ni4 P4 O16,28,-174.8198,-6.2436,147.72,79.47,202.16,0.2719,1.86,Ductile,0.93
mp-26095,Li8 Mn4 P16 O48,76,-536.6014,-7.0605,136.36,82.5,205.97,0.2482,1.65,Brittle,0.84
mp-26111,Li4 Cr4 P12 O36,56,-401.9044,-7.1769,151.09,88.9,222.97,0.254,1.7,Brittle,1.98
mp-26121,Li4 Mn4 P4 O16,28,-200.2628,-7.1522,115.47,58.43,150.0,0.2835,1.98,Ductile,0.94
mp-26125,Li8 Fe4 P16 O48,76,-526.9876,-6.934,147.22,86.51,217.02,0.2543,1.7,Brittle,1.84
mp-26129,Li4 Bi4 P8 O28,44,-296.6849,-6.7428,140.7,80.59,203.01,0.2595,1.75,Brittle,0.75
mp-26131,Li2 Mo2 P8 O24,36,-256.604,-7.1279,157.36,83.04,211.86,0.2756,1.89,Ductile,1.24
mp-26133,Li2 Cr4 P10 O32,48,-349.7491,-7.2864,139.46,85.77,213.54,0.2448,1.63,Brittle,1.92
mp-26157,Li4 Sb4 P16 O48,72,-494.8476,-6.8729,135.39,81.68,204.02,0.2488,1.66,Brittle,0.99
mp-26165,Li4 Ni2 P8 O24,38,-255.0058,-6.7107,131.84,84.56,208.99,0.2358,1.56,Brittle,0.83
mp-26173,Li1 Bi3 P2 O10,16,-103.6867,-6.4804,122.93,58.5,151.47,0.2946,2.1,Ductile,1.07
mp-26195,Li8 Ni4 P16 O48,76,-510.2061,-6.7132,146.16,89.74,223.47,0.2452,1.63,Brittle,1.7
mp-26209,Li2 Bi2 P4 O14,22,-148.264,-6.7393,115.63,66.08,166.52,0.26,1.75,Brittle,0.66
mp-26219,Li4 Mn4 P4 O16,28,-200.1917,-7.1497,138.05,69.61,178.77,0.2842,1.98,Ductile,0.46
mp-26239,Li4 Mo4 P8 O28,44,-313.6076,-7.1274,155.86,80.38,205.76,0.28,1.94,Ductile,1.84
mp-26255,Li8 Fe4 P8 O28,48,-324.988,-6.7706,134.72,76.69,193.39,0.2607,1.76,Ductile,1.92
mp-26257,Li4 Mn2 P4 O14,24,-167.339,-6.9725,111.5,57.03,146.18,0.2815,1.96,Ductile,1.02
mp-26281,Li3 Sb5 P6 O24,38,-252.2673,-6.6386,115.94,61.54,156.87,0.2745,1.88,Ductile,1.01
mp-26293,Li1 Mo1 P2 O7,11,-78.3503,-7.1228,166.89,75.29,196.34,0.3039,2.22,Ductile,1.17
mp-26305,Li2 Cr3 P4 O14,23,-166.7505,-7.25,134.26,70.71,180.45,0.276,1.9,Ductile,0.84
mp-26313,Li8 Ni10 P12 O44,74,-470.7414,-6.3614,131.43,77.4,194.1,0.2539,1.7,Brittle,1.68
mp-26323,Li4 Mo4 P8 O28,44,-313.274,-7.1199,148.32,74.66,191.8,0.2845,1.99,Ductile,1.5
mp-26341,Li2 Sb2 P4 O14,22,-147.8076,-6.7185,108.98,63.0,158.47,0.2577,1.73,Brittle,1.46
mp-26347,Li6 Mo2 P4 O16,28,-189.2871,-6.7603,150.34,76.77,196.81,0.2818,1.96,Ductile,1.31
mp-26351,Li6 Mo6 P8 O32,52,-367.5559,-7.0684,148.79,73.42,189.16,0.2881,2.03,Ductile,1.65
mp-26355,Li2 Cr2 P8 O24,36,-258.0225,-7.1673,133.58,84.88,210.14,0.2378,1.57,Brittle,1.88
mp-26359,Li4 Co2 P8 O24,38,-260.1172,-6.8452,127.46,79.2,196.83,0.2426,1.61,Brittle,0.84
mp-26365,Li8 Ni4 P8 O28,48,-308.9742,-6.437,132.64,79.59,198.96,0.25,1.67,Brittle,1.24
mp-26369,Li16 Ni4 P8 O32,60,-374.8131,-6.2469,117.94,69.83,174.96,0.2527,1.69,Brittle,1.77
mp-26377,Li10 Bi4 P10 O36,60,-396.4502,-6.6075,141.96,79.4,200.76,0.2643,1.79,Ductile,1.08
mp-26387,Li4 Ni4 P4 O16,28,-174.3337,-6.2262,116.43,61.18,156.17,0.2764,1.9,Ductile,1.1
mp-26393,Li4 Mn16 P12 O48,80,-600.2279,-7.5028,127.42,66.82,170.63,0.2768,1.91,Ductile,1.5
mp-26403,Li4 Ni4 P4 O16,28,-174.414,-6.2291,119.22,62.06,158.65,0.2782,1.92,Ductile,0.56
mp-26413,Li8 Mn4 P8 O28,48,-334.5708,-6.9702,120.22,72.2,180.47,0.2498,1.67,Brittle,1.01
mp-26417,Li4 Cr2 P8 O24,38,-267.7356,-7.0457,130.61,79.81,198.92,0.2462,1.64,Brittle,0.76
mp-26439,Li6 Mo4 P6 O24,40,-278.8747,-6.9719,135.75,67.11,172.85,0.2878,2.02,Ductile,2.09
mp-26443,Li2 Mo2 P4 O14,22,-156.3834,-7.1083,138.64,74.06,188.6,0.2733,1.87,Ductile,0.87
mp-26471,Li8 Fe10 P12 O44,74,-509.7703,-6.8888,130.97,71.87,182.28,0.268,1.82,Ductile,2.76
mp-26493,Li4 Cr4 P8 O28,44,-316.0133,-7.1821,150.52,84.85,214.28,0.2627,1.77,Ductile,1.94
mp-26501,Li6 Mo2 P4 O16,28,-189.225,-6.758,143.95,76.75,195.5,0.2737,1.88,Ductile,1.23
mp-26511,Li2 Ni8 P6 O24,40,-249.1962,-6.2299,162.56,86.37,220.12,0.2743,1.88,Ductile,1.9
mp-26521,Li2 Mo2 P8 O24,36,-256.4764,-7.1243,137.43,75.68,191.83,0.2674,1.82,Ductile,1.05
mp-26553,Li2 Mn3 P4 O14,23,-167.2566,-7.272,137.57,73.86,187.95,0.2723,1.86,Ductile,1.57
mp-26559,Li4 Fe4 P4 O16,28,-190.1602,-6.7914,121.39,64.84,165.11,0.2733,1.87,Ductile,0.59
mp-26577,Li6 Ni6 P6 O24,42,-261.3341,-6.2222,116.6,65.94,166.45,0.2621,1.77,Ductile,1.44
mp-26585,Li10 Sb4 P10 O36,60,-395.6083,-6.5935,129.64,76.06,190.84,0.2546,1.7,Brittle,1.72
mp-26607,Li4 Mn4 P4 O16,28,-199.8945,-7.1391,127.52,67.98,173.17,0.2737,1.88,Ductile,1.01
mp-26611,Li6 Fe6 P6 O24,42,-285.0909,-6.7879,140.94,71.18,182.77,0.2839,1.98,Ductile,1.66
mp-26627,Li4 Mo4 P8 O28,44,-312.3338,-7.0985,160.48,74.71,194.03,0.2985,2.15,Ductile,1.92
mp-26669,Li2 Cr2 P8 O24,36,-257.6722,-7.1576,123.8,80.2,197.87,0.2336,1.54,Brittle,0.91
mp-26675,Li4 Sb4 P16 O48,72,-493.6996,-6.8569,124.4,75.54,188.47,0.2475,1.65,Brittle,1.56
mp-26702,Li4 Sn8 P12 O48,72,-489.7554,-6.8022,158.37,91.77,230.75,0.2572,1.73,Brittle,1.2
mp-26731,Li4 V2 P4 O14,24,-167.5943,-6.9831,138.28,76.57,193.92,0.2663,1.81,Ductile,1.04
mp-26739,Li12 Cr8 P12 O48,80,-562.299,-7.0287,158.4,87.04,220.69,0.2678,1.82,Ductile,1.46
mp-26745,Li2 Sb2 P4 O14,22,-147.5546,-6.707,128.0,69.2,175.9,0.271,1.85,Ductile,1.12
mp-26751,Li8 Cr4 P8 O28,48,-334.0721,-6.9598,133.7,75.95,191.56,0.2612,1.76,Ductile,1.87
mp-26771,Li8 Cr4 P8 O28,48,-334.2661,-6.9639,120.99,70.88,177.89,0.2549,1.71,Brittle,0.72
mp-26789,Li4 Fe2 P4 O14,24,-162.0328,-6.7514,128.58,64.82,166.49,0.2842,1.98,Ductile,1.18
mp-26791,Li4 Fe4 P4 O16,28,-190.043,-6.7872,119.27,63.05,160.81,0.2753,1.89,Ductile,0.61
mp-26819,Li4 Mn4 P4 O16,28,-199.7658,-7.1345,113.54,60.95,155.09,0.2723,1.86,Ductile,0.59
mp-26829,Li2 Cr2 P8 O24,36,-257.473,-7.152,119.28,80.43,197.01,0.2247,1.48,Brittle,0.6
mp-26835,Li3 Bi5 P6 O24,38,-252.4716,-6.644,118.39,62.76,160.01,0.2747,1.89,Ductile,0.96
mp-26837,Li4 Mo4 P8 O28,44,-312.9461,-7.1124,158.27,80.04,205.47,0.2836,1.98,Ductile,1.93
mp-26841,Li1 Ni1 P3 O9,14,-93.8822,-6.7059,122.63,72.28,181.24,0.2537,1.7,Brittle,1.31
mp-26907,Li2 Cr2 P8 O24,36,-257.6201,-7.1561,148.21,93.51,231.78,0.2394,1.59,Brittle,1.31
mp-26937,Li2 Mn2 P6 O18,28,-200.5145,-7.1612,126.79,82.52,203.42,0.2326,1.54,Brittle,1.35
mp-26941,Li4 Mn4 P4 O16,28,-199.7183,-7.1328,131.07,65.66,168.8,0.2854,2.0,Ductile,0.69
mp-26965,Li4 Cr2 P4 O14,24,-167.4148,-6.9756,131.88,64.69,166.81,0.2892,2.04,Ductile,1.63
mp-26971,Li6 Cr4 P6 O24,40,-282.217,-7.0554,147.79,81.92,207.44,0.2661,1.8,Ductile,1.43
mp-26975,Li18 Cr6 P16 O58,98,-675.596,-6.8938,131.26,80.55,200.61,0.2453,1.63,Brittle,0.79
mp-26977,Li2 Mn4 P6 O20,32,-234.8391,-7.3387,146.87,74.34,190.82,0.2835,1.98,Ductile,0.8
mp-26985,Li4 Fe6 P8 O28,46,-320.4033,-6.9653,144.6,74.71,191.21,0.2796,1.94,Ductile,1.21
mp-26989,Li4 Co4 P4 O16,28,-185.2958,-6.6177,117.45,58.35,150.19,0.2869,2.01,Ductile,0.89
mp-26991,Li4 Co4 P12 O36,56,-386.8262,-6.9076,149.22,90.22,225.27,0.2484,1.65,Brittle,1.04
mp-27003,Li6 Mo4 P6 O24,40,-279.4022,-6.9851,132.11,67.04,172.02,0.283,1.97,Ductile,1.37
mp-27007,Li2 Fe4 P6 O20,32,-225.0545,-7.033,141.13,71.19,182.83,0.2841,1.98,Ductile,1.63
mp-27041,Li2 Cr2 P2 O8,14,-99.4903,-7.1064,141.07,71.47,183.44,0.2833,1.97,Ductile,0.83
mp-27069,Li12 Bi8 P12 O48,80,-523.7704,-6.5471,119.61,64.57,164.17,0.2712,1.85,Ductile,0.75
mp-27085,Li4 Mn16 P12 O48,80,-599.4602,-7.4933,117.39,58.3,150.06,0.2869,2.01,Ductile,1.01
mp-27094,Li4 Sn8 P12 O48,72,-489.9208,-6.8045,153.43,92.89,231.88,0.2481,1.65,Brittle,1.1
mp-27111,Li9 Sb9 P12 O48,78,-513.0727,-6.5779,108.43,59.96,151.88,0.2665,1.81,Ductile,1.28
mp-27122,Li4 Sn8 P12 O48,72,-489.919,-6.8044,148.05,87.43,219.16,0.2533,1.69,Brittle,1.34
mp-27130,Li4 W4 O14,22,-150.9375,-6.8608,184.6,53.82,147.15,0.3671,3.43,Ductile,2.16
mp-27231,Li8 Te4 O12,24,-126.7975,-5.2832,76.28,37.99,97.73,0.2865,2.01,Ductile,0.94
mp-27275,Li12 B4 O12,28,-171.6815,-6.1315,119.33,74.24,184.48,0.2423,1.61,Brittle,0.99
mp-27453,Li7 Sb1 O6,14,-73.0863,-5.2204,99.18,61.7,153.31,0.2424,1.61,Brittle,0.73
mp-27811,Li8 Te8 O20,36,-191.8108,-5.3281,87.53,39.75,103.57,0.3028,2.2,Ductile,1.42
mp-27968,Li24 Ge8 O28,60,-340.109,-5.6685,101.77,63.67,158.04,0.2412,1.6,Brittle,1.03
mp-28030,Li32 Nb8 O36,76,-493.1223,-6.4885,147.93,72.74,187.49,0.2888,2.03,Ductile,1.64
mp-28237,Rb2 Li2 Br4,8,-25.6564,-3.2071,16.6,6.01,16.09,0.3384,2.76,Ductile,0.71
mp-28243,Rb2 Li2 Cl4,8,-28.1636,-3.5205,24.37,9.21,24.54,0.3321,2.65,Ductile,0.5
mp-28326,Li4 Ga4 Br16,24,-72.253,-3.0105,37.4,11.98,32.47,0.3553,3.12,Ductile,0.98
mp-28341,Li4 Ga4 Cl16,24,-82.2243,-3.426,40.25,12.93,35.04,0.3549,3.11,Ductile,1.2
mp-28450,Li8 P4 O14,26,-167.4051,-6.4387,131.98,81.88,203.54,0.243,1.61,Brittle,1.19
mp-28548,Li16 Ge2 O12,30,-156.4536,-5.2151,106.48,68.29,168.78,0.2358,1.56,Brittle,0.97
mp-28549,Li16 Si2 O12,30,-165.0792,-5.5026,116.19,75.89,186.96,0.2318,1.53,Brittle,1.34
mp-28567,Li2 Bi2 F8,12,-58.0158,-4.8347,100.51,33.24,89.82,0.3511,3.02,Ductile,0.93
mp-28592,Li7 Br3 O2,12,-48.2132,-4.0178,51.82,22.43,58.8,0.3109,2.31,Ductile,0.61
mp-28593,Li3 Br1 O1,5,-20.7037,-4.1407,82.69,31.46,83.75,0.3312,2.63,Ductile,0.39
mp-28623,Li8 Ge10 O24,42,-256.7694,-6.1136,183.81,95.2,243.55,0.2792,1.93,Ductile,1.28
mp-2878,Li12 P4 O16,32,-200.0919,-6.2529,139.79,89.16,220.59,0.237,1.57,Brittle,1.78
mp-28829,Li8 Zn4 Br16,28,-81.9283,-2.926,34.71,10.33,28.18,0.3647,3.36,Ductile,0.63
mp-28891,Li7 Ta1 O6,14,-85.8017,-6.1287,116.5,67.38,169.47,0.2576,1.73,Brittle,0.42
mp-29008,Li6 Mg1 Br8,15,-49.194,-3.2796,34.7,13.15,35.02,0.3318,2.64,Ductile,0.4
mp-29009,Li2 Mg1 Br4,7,-22.6761,-3.2394,36.76,12.79,34.38,0.3442,2.87,Ductile,0.47
mp-29040,Li6 Zr8 F38,52,-333.5999,-6.4154,124.15,43.89,117.78,0.3419,2.83,Ductile,1.84
mp-2931,Li8 Ti4 O12,24,-168.9657,-7.0402,166.97,76.29,198.62,0.3017,2.19,Ductile,0.61
mp-30301,Li4 Cl4 O16,24,-106.8286,-4.4512,114.2,85.94,206.11,0.1992,1.33,Brittle,0.98
mp-3054,Li4 C2 O6,12,-78.3198,-6.5267,100.02,56.69,143.04,0.2616,1.76,Ductile,0.75
mp-3151,Li12 Ta4 O16,32,-229.0492,-7.1578,173.59,84.67,218.5,0.2902,2.05,Ductile,1.23
mp-31560,Li4 Co2 P8 O24,38,-259.0987,-6.8184,125.53,78.56,195.0,0.2411,1.6,Brittle,2.12
mp-31604,Li8 Co4 P8 O28,48,-318.7212,-6.64,126.48,72.99,183.65,0.258,1.73,Brittle,1.33
mp-31729,Li6 Cr4 P6 O24,40,-281.797,-7.0449,142.75,78.92,199.92,0.2666,1.81,Ductile,1.17
mp-31817,Li4 Fe2 P8 O24,38,-262.996,-6.9209,131.63,81.78,203.25,0.2426,1.61,Brittle,1.17
mp-31890,Li16 Fe4 P8 O32,60,-391.0934,-6.5182,122.5,68.71,173.66,0.2637,1.78,Ductile,1.39
mp-31940,Li6 Mn6 P6 O24,42,-300.1062,-7.1454,133.33,65.72,169.33,0.2883,2.03,Ductile,0.61
mp-31961,Li2 Mn4 P10 O30,46,-334.514,-7.272,135.06,82.09,204.78,0.2473,1.65,Brittle,1.81
mp-31964,Li4 Mn2 P8 O24,38,-267.6633,-7.0438,129.01,80.08,199.05,0.2428,1.61,Brittle,2.11
mp-31979,Li4 Mn2 P8 O24,38,-267.221,-7.0321,120.23,77.22,190.8,0.2355,1.56,Brittle,1.79
mp-32027,Li4 Mn6 P8 O28,46,-334.7368,-7.2769,131.4,72.04,182.72,0.2682,1.82,Ductile,2.77
mp-32107,Li6 Mo4 P6 O24,40,-278.8877,-6.9722,127.14,64.32,165.12,0.2835,1.98,Ductile,0.88
